0,2147483647,0
1,1175547720,0
1,1197022620,2
1,1197352620,0
1,1197645120,2
1,1197975120,0
1,1211917620,2
1,1214157120,0
1,1248673620,0
1,2147483647,0
2,1227012120,1
2,1227309120,0
2,1227645120,1
2,1227931620,0
2,1228266120,1
2,1228552620,0
2,1228888620,1
2,1229175120,0
2,1229511120,1
2,1229797620,0
2,1230133620,1
2,1230430620,0
2,1230765120,1
2,1231051620,0
2,1231387620,1
2,1231674120,0
2,1231833120,1
2,1232296620,0
2,1232530620,1
2,1232919120,0
2,1233073620,30001
2,2147483647,0
3,1198932001,1
3,1199173501,0
3,1199565001,1
3,1199796001,0
3,1200187501,1
3,1200429001,0
3,1200808501,1
3,1201050001,0
3,1201431001,1
3,1201672501,0
3,1202053501,1
3,1202295001,0
3,1202676001,1
3,1202917501,0
3,1203307501,1
3,1203549001,0
3,1203930001,1
3,1204171501,0
3,1204552501,1
3,1204794001,0
3,1205175001,1
3,1205416501,0
3,1205796001,1
3,1206037501,0
3,1206429001,1
3,1206660001,0
3,1207051501,1
3,1207293001,0
3,1207674001,1
3,1207915501,0
3,1208295001,1
3,1208536501,0
3,1208917501,1
3,1209159001,0
3,1209540001,1
3,1209781501,0
3,1210173001,1
3,1210404001,0
3,1210794001,1
3,1211035501,0
3,1211416501,1
3,1211658001,0
3,1211917620,2
3,1214157120,0
3,1214538001,1
3,1214779501,0
3,1215160501,1
3,1215402001,0
3,1215781501,1
3,1216023001,0
3,1216404001,1
3,1216645501,0
3,1217037001,1
3,1217268001,0
3,1217659501,1
3,1217901001,0
3,1218280501,1
3,1218522001,0
3,1218903001,1
3,1219144501,0
3,1219525501,1
3,1219767001,0
3,2147483647,0
4,1219525501,1
4,1219822501,0
4,1220148001,1
4,1220445001,0
4,1220779501,1
4,1221066001,0
4,1221402001,1
4,1221688501,0
4,1222024501,1
4,1222311001,0
4,1222647001,1
4,1222933501,0
4,1223268001,1
4,1223565001,0
4,1223901001,1
4,1224187501,0
4,1224523501,1
4,1224810001,0
4,1225146001,1
4,1225432501,0
4,1225767001,1
4,1226053501,0
4,1226389501,1
4,1226686501,0
4,1227012001,1
4,1227309001,0
4,2147483647,0
5,1198266120,1
5,1198606620,0
5,1198932120,1
5,1199173620,0
5,1199565120,1
5,1199796120,0
5,2147483647,0
6,1200187620,1
6,1200429120,0
6,1200808620,1
6,1201050120,0
6,1201431120,1
6,1201672620,0
6,1202053620,1
6,1202295120,0
6,1202676120,1
6,1202917620,0
6,1203307620,1
6,1203549120,0
6,1203930120,1
6,1204171620,0
6,1204552620,1
6,1204794120,0
6,1205175120,1
6,1205416620,0
6,1205796120,1
6,1206037620,0
6,2147483647,0
7,1206429120,1
7,1206660120,0
7,1207051620,1
7,1207293120,0
7,1207674120,1
7,1207915620,0
7,1208295120,1
7,1208536620,0
7,1208917620,1
7,1209159120,0
7,1209540120,1
7,1209793620,0
7,1210173120,1
7,1210404120,0
7,1210794120,1
7,1211035620,0
7,1211416620,1
7,1211658120,0
7,2147483647,0
8,1214538120,1
8,1214779620,0
8,1215160620,1
8,1215402120,0
8,1215781620,1
8,1216023120,0
8,1216404120,1
8,1216645620,0
8,1217037120,1
8,1217268120,0
8,1217659620,1
8,1217901120,0
8,1218280620,1
8,1218522120,0
8,1218903120,1
8,1219144620,0
8,1219525620,1
8,1219767120,0
8,1220148120,1
8,1220389620,0
8,1220779620,1
8,1221021120,0
8,2147483647,0
9,1219525620,1
9,1219822620,0
9,1220148120,1
9,1220445120,0
9,1220779620,1
9,1221066120,0
9,1221402120,1
9,1221688620,0
9,1222024620,1
9,1222311120,0
9,1222647120,1
9,1222933620,0
9,1223268120,1
9,1223565120,0
9,1223901120,1
9,1224187620,0
9,2147483647,0
10,1224523620,1
10,1224810120,0
10,1225146120,1
10,1225432620,0
10,1225767120,1
10,1226053620,0
10,1226389620,1
10,1226686620,0
10,1227012120,1
10,1227309120,0
10,2147483647,0
11,1219525620,1
11,1219767120,0
11,1220148120,1
11,1220389620,0
11,1220779620,1
11,1221021120,0
11,1221402120,1
11,1221643620,0
11,1222024620,1
11,1222266120,0
11,1222647120,1
11,1222888620,0
11,1223268120,1
11,1223509620,0
11,1223901120,1
11,1224132120,0
11,2147483647,0
12,1224523620,1
12,1224765120,0
12,1225146120,1
12,1225387620,0
12,1225767120,1
12,1226008620,0
12,1226389620,1
12,1226631120,0
12,1182385500,2471
12,1241910000,0
12,1247860500,1
12,1248148500,0
12,2147483647,0
13,1182385500,2471
13,1241910000,0
13,1247860500,1
13,1248148500,0
13,2147483647,0
14,1182385500,14408
14,1242529500,3600
14,1242652500,2700
14,1247860500,3600
14,1248148500,2700
14,2147483647,0
15,1175547720,5400
15,1219525620,4500
15,2147483647,0
16,1175547720,5400
16,1226389620,4500
16,1227309120,5400
16,2147483647,0
17,1175547720,5400
17,1225767120,4500
17,1227309120,5400
17,2147483647,0
18,1175547720,12017
18,1228888620,4500
18,2147483647,0
19,1175547720,5400
19,1225767120,4500
19,1227931620,5400
19,1228888620,4500
19,1251939120,5400
19,2147483647,0
20,1175547720,7200
20,1197505620,6300
20,2147483647,0
21,1175547720,7200
21,1197745620,6300
21,2147483647,0
22,1175547720,7200
22,1200211620,6300
22,2147483647,0
23,1186014720,9900
23,1228497120,9000
23,1237917120,8100
23,2147483647,0
24,1186014720,9900
24,1228552620,9000
24,1237917120,8100
24,1182385500,14408
24,1242534000,3600
24,1242894000,2700
24,1247860500,14408
24,2147483647,0
25,1182385500,14408
25,1242534000,3600
25,1242894000,2700
25,1247860500,14408
25,2147483647,0
26,1175547720,6300
26,1223302620,5400
26,2147483647,0
27,1175547720,6300
27,1198860120,5400
27,2147483647,0
28,1175547720,7200
28,1182529500,6300
28,2147483647,0
29,1175547720,5400
29,1225767120,4500
29,2147483647,0
30,1175547720,5400
30,1225146120,4500
30,2147483647,0
31,1175547720,51
31,1211917620,2
31,1213105501,0
31,1213225501,2
31,1213537501,0
31,1227645120,1
31,1227931620,0
31,2147483647,0
32,1175547720,51
32,1211917620,2
32,1214157120,0
32,1227645120,52
32,2147483647,0
33,1175547720,51
33,1211917620,2
33,1214157120,0
33,1215717120,1
33,1216225620,0
33,1217037120,58
33,1219525620,61
33,1224523620,60
33,1227645120,52
33,2147483647,0
34,1175547720,51
34,1211917620,2
34,1214157120,0
34,1226389620,60
34,1227645120,52
34,2147483647,0
35,1175547720,51
35,1198266120,55
35,1198888620,1
35,1198977120,0
35,1211917620,2
35,1214157120,0
35,1226389620,60
35,1227645120,52
35,2147483647,0
36,1175547720,51
36,1211917620,2
36,1214157120,0
36,1225779120,1
36,1226008620,0
36,1226389620,60
36,1227645120,52
36,2147483647,0
37,1175780220,0
37,1197022620,51
37,1199571120,1
37,1199766120,0
37,1211917620,2
37,1214157120,0
37,1215184620,1
37,1215402120,0
37,1215795120,1
37,1216023120,0
37,1216404120,1
37,1216645620,0
37,1217046120,1
37,1217268120,0
37,1217659620,1
37,1217901120,0
37,1218280620,1
37,1218522120,0
37,1218909120,1
37,1219144620,0
37,1219525620,61
37,1220779620,59
37,1224523620,60
37,1227645120,52
37,2147483647,0
38,1179021720,0
38,1197022620,51
38,1211917620,2
38,1214157120,0
38,1227645120,52
38,2147483647,0
39,1179021720,88
39,1214538120,58
39,1219525620,61
39,1220779620,59
39,1224523620,60
39,1226686620,0
39,1227645120,52
39,2147483647,0
40,1179021720,88
40,1211416620,1
40,1211658120,0
40,1211917620,2
40,1214157120,0
40,1214538120,1
40,1214779620,0
40,1215174120,1
40,1215402120,0
40,1215781620,58
40,1219525620,1
40,1219767120,0
40,1220148120,59
40,1222225620,0
40,1222647120,59
40,1224523620,60
40,1226686620,0
40,1227645120,52
40,2147483647,0
41,1175547720,0
41,1211917620,2
41,1214157120,0
41,1222753500,1
41,1222933620,59
41,1224523620,60
41,1227645120,52
41,2147483647,0
42,1175547720,82
42,1214539620,1
42,1214779620,0
42,1227645120,82
42,2147483647,0
43,1175547720,51
43,1198309620,1
43,1198606620,0
43,1198932120,55
43,1200187620,56
43,1206429120,57
43,1211917620,2
43,1214157120,0
43,1214538120,58
43,1219525620,59
43,1224523620,60
43,1227645120,52
43,2147483647,0
44,1175547720,51
44,1208944620,1
44,1209159120,0
44,1209540120,1
44,1209795120,0
44,1210173120,57
44,1211917620,2
44,1214157120,0
44,1214538120,58
44,1219525620,1
44,1219816620,0
44,1220148120,95
44,2147483647,0
45,1175547720,51
45,1198266120,55
45,1200187620,56
45,1206429120,57
45,1209781620,0
45,1210173120,57
45,1211917620,2
45,1214157120,0
45,1214538120,58
45,1219525620,1
45,1219767120,0
45,1220148120,59
45,1224523620,60
45,1227645120,52
45,2147483647,0
46,1175547720,5400
46,1225767120,4500
46,1251939120,5400
46,2147483647,0
47,1175547720,5400
47,1225146120,4500
47,1251939120,5400
47,2147483647,0
48,1175547720,12017
48,1228888620,4500
48,1251939120,5400
48,2147483647,0
49,1175547720,51
49,1200187620,56
49,1206429120,57
49,1211917620,95
49,2147483647,0
50,1175547720,51
50,1200808620,99
50,2147483647,0
51,1175547720,7200
51,1213834501,6300
51,2147483647,0
52,1179021720,5400
52,1197505620,4500
52,2147483647,0
53,1175547720,7200
53,1228888620,6300
53,2147483647,0
54,1175547720,6300
54,1228081620,5400
54,2147483647,0
55,1175547720,6300
55,1228987620,5400
55,2147483647,0
56,1175547720,6300
56,1202842620,5400
56,2147483647,0
57,1175547720,6300
57,1214157120,5400
57,2147483647,0
58,1175547720,6300
58,1225146120,5400
58,2147483647,0
59,1175547720,4500
59,1197505620,5400
59,1215402120,4500
59,2147483647,0
60,1185650220,9450
60,1215228120,9000
60,2147483647,0
61,1175547720,51
61,1202053620,95
61,1209540120,1
61,1209795120,0
61,1210173120,57
61,1211917620,2
61,1214157120,0
61,1214538120,95
61,2147483647,0
62,1175547720,51
62,1198309620,1
62,1198606620,0
62,1198932120,95
62,1209540120,111
62,2147483647,0
63,1175547720,51
63,1198309620,1
63,1198606620,0
63,1202053620,111
63,2147483647,0
64,1175547720,95
64,1220389620,0
64,1220779620,95
64,2147483647,0
65,1175547720,51
65,1214538120,114
65,2147483647,0
66,1175547720,51
66,1215160620,1683
66,2147483647,0
67,1175547720,51
67,1215781620,1683
67,2147483647,0
68,1175547720,51
68,1217659620,114
68,2147483647,0
69,1175547720,51
69,1218903120,1683
69,2147483647,0
70,1175547720,115
70,1218522120,0
70,1220148120,114
70,2147483647,0
71,1175547720,51
71,1215160620,120
71,2147483647,0
72,1175547720,51
72,1214538120,1
72,1214779620,0
72,1215781620,114
72,2147483647,0
73,1175547720,51
73,1209540120,95
73,1211917620,2
73,1214157120,0
73,1220148120,114
73,2147483647,0
